PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA
3str,0,0,3,17,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,3,0,1,3,0,1,0,44,9,5.84315989888,1.7770366507275,193.25
4ad3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,9,0,0,0,0,22,4,0,-6.2013952103658,176.68
3acl,0,0,3,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,27,7,6.832487868501,5.4821375167717,102.58
2psv,0,0,2,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,4,0,0,0,33,13,3.776182379409,0.6063004911049,137.33
5f62,1,0,3,17,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,2,0,0,0,38,8,6.206379056811,3.5350645786667,112.07
3bft,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,2,1,0,12,3,0.262775286932,-0.8038301846062,134.53
4ha5,1,0,2,11,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,23,3,3.518418312953,1.9211350993843,109.96
4ovf,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,17,1,1.405900492873,0.632467289660601,52.49
3fv2,1,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,4,0,0,20,4,0.679683881758,-2.388039074552,166.82
2psu,0,0,2,15,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,4,0,0,0,36,14,4.976450391841,1.7302863695733,133.42
5E+089,0,0,4,15,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,8,0,0,1,0,45,8,4.442039223882,-0.483545309145799,226.56
3dx3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,10,0,0,-3.055761980409,108.56
4k0y,1,0,2,12,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,1,1,0,0,0,26,3,3.908128300215,1.6702077604878,96.65
6gla,1,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,27,4,2.871742666638,2.3199155656307,80.72
1ndy,1,0,3,11,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,23,6,3.512328242789,1.6235995047581,82.39
2jf4,1,0,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,8,0,0,0,0,23,4,0.779470693927,-5.7443034906716,178.45
4k3n,1,1,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0,17,3,1.908126668818,0.1648602759507,118.46
1e4h,0,0,1,10,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0,5.527409837995,5.4285653039451,20.23
4whs,0,0,1,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,9,0,1.457452151929,1.2597630838292,40.46
3kv2,1,1,0,3,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,2,1,0,2,0,0,12,5,1.499114279464,-0.392684561602,138.41
2vb8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14,2,2.732686984622,2.139092377877,62.6
4ufh,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,10,1,0,-2.819084746685,77.3
2yi7,0,0,3,12,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,23,4,4.231509889946,3.9253513735364,103.71
6dq4,0,1,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,29,6,3.998105648414,2.612814909257,94.07
2ovv,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,30,5,5.307518985836,4.3680421156352,56.71
1b38,1,3,2,5,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,7,0,0,31,8,1.567130185368,-4.5888978587347,321.13
3lpi,1,0,3,25,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,4,0,0,0,46,13,8.178977702641,4.2207581626068,132.01
4d7b,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,20,3,4.074616489109,2.7600830345075,103.35
5cqu,1,0,3,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,25,7,5.101611752154,4.5893697340327,89.06
4hzm,1,0,0,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,1,0,0,0,16,4,1.048965390992,-2.674140336234,106.4
1mrw,0,0,2,18,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,3,0,1,0,37,8,6.478531363452,3.3677827600025,144.27
5hcy,0,0,4,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,1,3,0,0,0,39,8,4.76170427568,1.5733893020028,154.3
2wtv,0,1,4,22,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,34,4,7.106352444401,5.2370725586652,90.3
6c7x,1,0,2,4,0,0,1,0,2,0,1,0,2,0,2,0,0,0,0,3,0,3,2,0,0,0,24,4,1.695357018678,-2.594995230543,198.33
6dsp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,10,0,0.50247901934,-2.5458794529104,90.15
5kbe,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,1.59493356534,1.4960890312901,20.23
3r88,0,1,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,14,3,1.44936949525,0.4099356111507,84.61
2yay,0,3,0,6,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,5,3,3,0,0,28,8,1.584696284573,-3.8812935663594,285.4
6f9u,0,3,1,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,6,0,0,38,14,3.913526486533,0.0265234219397003,227.92
6gjl,0,0,2,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,1,0,0,24,8,2.494231770413,0.1592601666682,139.12
5c2h,0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,31,8,5.211169339447,4.0976354272307,101.06
1g46,0,0,2,14,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,4,4.17347032736,1.8314376283096,97.64
6nmb,1,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,11,2,1.359367763516,0.8510885112402,67.77
4lar,1,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2.410605688158,2.2836921882578,27.64
4agq,2,0,2,18,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,30,9,6.963904660463,5.8820534844128,41.14
5owl,2,0,2,9,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,17,3,4.761769811275,4.442063349027,46.71
2boh,1,0,4,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,33,6,5.176158527406,3.5174504897663,92.74
5ndf,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,21,1,1.63989676548,0.8718318115715,104.06
1hii,1,0,1,17,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,4,0,0,0,41,15,6.660961672576,2.5297759888054,141.07
3fv1,2,2,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,4,0,0,21,5,0.679683881758,-2.4412632788739,163.2
3zc5,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,3,4.084878189707,2.7480587584094,74.31
4nbl,0,0,3,11,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,22,4,3.450711366546,2.136976395732,70.93
3kgq,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,13,5,0,-2.1729967834968,140.62
1li6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0.65151671789,-0.0687370201821999,12.36
1zoh,1,0,2,9,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,4.831840738853,4.6370187265539,22.31
4f09,3,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,19,1,1.331200599648,-1.0282258296282,60.15
5qtt,0,0,4,22,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,3,0,0,0,43,5,7.266118435884,4.2174129317575,153.26
3u81,2,1,2,6,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,3,0,3,0,2,1,0,26,7,2.102126846483,-1.0374057226381,213.63
5anv,0,0,3,13,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,27,5,4.159637653081,2.9287900390826,72.48
6f9g,2,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.679683881758,0.47466147885,55.28
2v2q,1,0,0,2,0,0,0,0,0,2,0,1,1,0,2,0,0,2,0,0,0,3,2,0,0,0,30,6,0.593140065553,-2.94080296455556,161.31
3kdc,0,0,3,23,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,3,0,1,0,45,10,8.163500480528,4.3490776663705,153.5
4u54,1,0,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,15,3,2.853499588842,1.6426779186395,29.5
1b2h,4,1,0,8,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,2,2,0,0,27,16,2.718735527032,0.6568743881418,208.89
1k4g,2,0,1,7,0,0,0,0,0,2,0,1,4,0,0,0,0,1,0,0,1,0,1,0,1,0,20,3,2.120274985577,-1.3265999426646,146.74
5duw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,2,0,0,0,27,6,0.249101482818,-6.3527309535042,244.11
4gue,0,0,2,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,1,0,0,0,32,3,3.222001757272,0.0936804826204995,186.37
5osl,1,0,2,12,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,16,2,4.112109204334,3.7877316791361,47.87
5ant,0,0,2,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,24,7,3.540478069512,1.7121766667453,88.61
6poi,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,20,4,3.427381394318,2.8570280482731,62.5
5otr,1,0,2,14,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,5.051732106758,4.82619911561,27.64
6hrq,0,0,3,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,1,0,1,0,23,5,4.073235014978,2.3776941039517,105.34
4pin,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,13,4,0.370574728567,-0.9452866040218,69.29
4ij1,0,2,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,19,4,3.1782799115,2.3453296900332,92.29
6ior,1,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,2,0,0,9,3,0,-1.5097232689774,110.86
4iif,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,13,0,0.339841940879,-2.782690868957,85.36
1om1,0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,22,2,3.901385883435,2.541670737384,74.16
4ly9,1,0,2,12,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,35,7,4.110740907737,1.1901721658639,111.14
5vcv,1,0,3,12,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,3,0,1,1,0,0,0,33,7,4.182277393229,1.9800315091584,135.95
3up2,0,1,3,16,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,28,7,5.131670227993,3.6999139680025,99.2
4ca7,0,2,5,26,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,3,2,0,0,51,17,8.035119470595,4.7684114392514,203.76
5za8,1,0,2,8,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,4,1,0,1,0,0,0,26,4,2.645897916413,0.3316510404829,153.57
5fov,0,0,1,8,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,1,5,0,0,0,36,13,2.622493653,-2.8466405218896,204.44
5bry,1,0,2,17,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,3,0,0,0,41,14,5.704337344086,2.0260910128775,148.62
5l9i,1,1,0,1,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,5,1,2,0,0,21,7,0.339841940879,-4.9505860205358,189.98
4q4p,3,0,2,8,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,23,4,2.631499826098,1.48161289825134,89.47
1nfx,0,0,4,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,0,0,33,6,3.793122491266,0.650443337499201,132.36
3kr8,0,0,1,11,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,21,2,3.38361977421,1.9214855736194,66.76
4rlw,0,0,2,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,20,3,2.979935238412,1.5889686757134,101.15
3nim,3,1,0,8,0,0,0,0,0,4,0,3,6,3,0,0,0,0,0,0,4,0,3,2,0,0,33,17,2.671348427206,-1.1812468129058,282.35
1q5k,0,0,2,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,21,5,3.204250124182,1.2410134387306,137.31
1pb8,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,7,2,0,-1.1088534896884,88
5b25,1,0,4,21,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,38,5,6.794070336048,4.345155231077,82.9
4ddh,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,15,3,1.832447828978,1.2412585053009,62.5
2hmv,1,2,2,4,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,5,0,0,27,6,1.31802870255,-3.7283097760557,261.96
5fsn,0,0,1,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,13,4,1.939643838521,0.1067492836839,81.26
6ma3,0,2,3,14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,42,14,4.399403151743,0.724734011666801,221.69
2jds,1,0,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,30,6,1.972426770302,0.6213963798093,86.84
2ot1,0,1,3,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,25,4,5.318170826356,3.5568850618102,111.33
3tb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,10,0,0,-2.9780363782614,90.15
2pvu,2,1,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,10,5,1.019525822637,0.5019301982196,95.41
3kdd,0,0,3,23,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,3,0,1,0,45,10,7.28523870113,3.4708158869725,153.5
4ovh,0,2,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,25,5,3.028670254638,0.584604282897,114.29
6pid,1,0,0,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,12,7,2.112498565941,0.553754289032,76.97
2vnp,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,14,6,0.868777694203,-1.6527419512948,145.84
4m2r,1,0,1,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,23,7,1.474500776765,-1.9854361802559,168.38
3a1e,1,3,2,4,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,6,2,2,0,0,31,8,1.31802870255,-4.9726856827047,311.9
2xyt,2,0,4,20,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,45,2,6.06543168282,5.4498467215145,81.82
2w47,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,4,0,0,24,4,0.688730235866,-3.8007660887216,209.1
6jon,1,3,2,6,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0,2,0,7,0,0,30,8,1.906972126247,-3.5196519487197,300.9
2wca,0,0,1,11,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,4,2,0,0,0,27,7,4.552059465634,0.968189423573901,149.71
5tbm,0,0,2,16,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,26,4,4.722882203085,2.2934519459628,95.77
3zpu,1,0,2,25,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,4,0,0,0,49,12,9.573383281794,3.9933513709793,150.3
2qi4,0,0,4,20,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,3,0,0,0,39,12,7.182455783757,4.5443158720276,156.45
2cbu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,13,0,0.339841940879,-2.782690868957,85.36
5os4,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,1,3.134296922228,1.8182848130674,46.17
6g9i,1,0,2,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4.509332770302,4.3124628808774,7.68
4h3j,1,0,3,16,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,32,4,4.7981717682,2.9074540876328,113.2
1sr7,0,0,1,13,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,35,5,4.9122330128418,2.0877183293512,93.81
5orh,1,0,2,14,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4.843834703427,4.618301712279,27.64
5c5t,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,10,4,0,-1.0159965390766,97.33
6cjr,0,0,2,14,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,1,2,0,0,0,33,5,5.239630497073,2.117344232484,110.24
5fot,0,0,1,10,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,1,5,0,0,0,38,14,3.464814613219,-1.8413732230902,204.44
2weq,0,0,1,14,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,1,0,0,0,40,5,5.199664307215,2.3407333232875,172.96
1sqa,1,0,4,16,0,0,0,0,0,1,0,1,3,3,0,0,0,1,0,2,1,0,1,0,0,0,31,6,5.165745516527,3.0963473094056,144.42
1dzk,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,12,3,2.077261251501,1.5849079516012,35.01
1c4u,1,0,1,15,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,5,0,0,0,36,8,5.240269817971,1.164508037369,167.09
3iw6,1,0,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,29,7,4.212348326956,2.6943322238378,55.98
3cyw,0,0,2,17,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,38,12,5.795077802147,2.4304850720863,148.8
2ymd,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,13,2,0.439628753048,-0.5853336657532,60.23
1vyf,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,15,8.2421295446296,7.9008643781986,40.13
5yum,1,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,9,3,1.551444410332,1.2707976623836,67.77
4ury,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,16,3,2.468397461846,-0.1234210225615,97.64
5g46,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,2.34251358048,2.1326987134283,29.1
6ays,3,0,0,8,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,1,1,0,0,1,0,25,9,3.424239243865,0.440961668455601,116.29
2nt7,0,1,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,2,0,0,39,10,5.531533956743,3.4831243133181,189.85
6fs1,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,2,1,0,43,11,4.766967655291,4.1942061294509,122.66
2zdm,0,0,1,13,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,1,2,0,0,0,28,7,4.487871076154,2.2764082150468,108.51
5ev8,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,13,2,1.873239874181,1.3201148169686,133.97
2v3d,1,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,15,4,1.388807331871,-1.698090575554,85.36
6eqp,1,0,2,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5.319066985019,4.9561926939416,32.98
3kyq,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,16,6.62947599929,5.0665756620373,68.4
6gf9,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,15,8.153288222468,7.812023056037,40.13
5nya,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,1.908126668818,0.387777003633,68.54
3qw5,3,0,1,12,0,0,0,0,0,4,0,5,6,3,0,0,0,0,0,0,4,0,4,0,0,0,38,19,3.574517057344,-1.1831655969664,285.31
4gkm,0,2,2,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,20,4,3.591018697525,2.7580684760582,92.29
5nk2,1,0,3,15,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,2,0,0,0,33,6,5.053448704091,2.8715784391674,127.97
6mj7,2,1,0,3,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,2,0,0,2,0,0,12,6,0.833195194263,-0.296212303601,131.41
1sld,1,0,2,14,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,0,0,8,0,2,0,53,9,4.344774911919,-1.8005421425515,332.52
2f7p,1,0,1,8,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,1,0,18,4,2.67338097509,-0.339995366111,102.6
5u6j,0,0,3,22,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,42,6,7.4035970704018,3.0351520037413,156.28
1ypg,1,0,2,16,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,2,1,0,0,0,34,5,5.030057031062,3.5323868710006,93.08
5wcm,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,2,2.391724460402,0.0988814754273003,114.36
5dkn,2,0,2,19,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,31,12,6.4615945184,3.5810269775154,71.12
1ela,1,0,1,15,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,32,10,5.585266047542,3.1101333743725,106.15
3b3x,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,13,5,0,-1.5817389182258,148.03
1i7z,1,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,22,5,3.425855457091,2.170731971646,57.04
1xff,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,4,0.339841940879,-0.4165076485154,107.9
5wl0,1,1,1,9,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,29,4,3.309989168539,0.8750314345443,104.27
5ov8,0,0,2,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,33,6,5.1971964078738,3.0361959922634,98.41
2afx,1,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2,1.908126668818,1.0177614203256,19.07
1a30,1,3,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,6,0,0,26,12,2.097930781984,-0.2044894103912,206.23
5x74,1,0,4,26,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,44,6,8.037227730208,6.468987562355,69.12
1u1b,1,4,2,10,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,3,0,3,2,10,0,0,51,14,2.77057436923,-5.36880936630646,451
2d3u,0,1,3,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,27,6,4.6634559017,2.6835052300433,146.71
1nl9,0,2,3,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,39,12,6.589821212957,4.0886517405878,158.77
1szd,1,2,2,5,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,3,0,7,0,4,0,0,36,9,1.567130185368,-5.8659868062281,318.05
1ado,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,10,4,0.249101482818,-2.3254288537814,119.53
3zbx,0,0,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,3,4.720864609228,3.4993979177541,69.38
4xu0,1,0,2,10,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,3,0,3,4,0,1,0,39,10,3.347060602025,-2.2060651000057,267.84
4gr3,0,3,3,16,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,4,4,0,0,45,17,5.601419186993,1.2206068108889,257.52
