PDB code, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2al5,4.44018396209305,2.99971992700754,11.5696314718765,8.21863376853782,0.00784060310976794,0.00784060310976794,7.99168146228,5.23093568172878,0.0187132458797084,0.0187132148722133,0,0,0.465332298010099,0.465332297592129,0,0,9.79395402187172,1.87366913040195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1025840372909E-17,1.85556912531311E-17,0.671459362600655,0.671442198044749,4.40245027189901E-14,4.40245027189901E-14,0,0,0,0,0,0,8.7309877225876E-10,8.68313037712697E-10,2.46157454209009,0.999992539336486,2.75782158852381E-13,2.75781674774303E-13,0,0,0,0,0,0,0,0,0,0,0,0,3.72960062578442E-07,3.72960034328265E-07,0.00208007050186526,0.00208007049673119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02046806818208,3.54778795043994,0.00816748976332276,0.00816748964362941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.390695852904287,-0.390208724914344,-126.720679900282,72.6922415057244
3b68,1.31497744486151,1.31497743315995,10.5886525278351,9.05224238803336,2.29595851456779,2.28648626980301,0.0678839266199918,0.0493281022949515,0.000588974608420191,0.000588974608420191,2.9685009865046E-21,2.9685009865046E-21,0,0,0,0,34.2949417421433,3.54863835755585,2.69647080537002,1.99831553842093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004797451441145,0.00479745143896873,0.816790702399567,0.81679069888923,1.24024439355071E-09,6.98634891770943E-10,0,0,0,0,0,0,0,0,0,0,0,0,1.96962956981991E-16,1.96962956981991E-16,1.09882284124023,0.994534083478838,0.000781447750666013,0.000781447750604703,0,0,0,0,0,0,3.08286518803104E-08,3.08282789598727E-08,2.41266676997266E-18,2.30782303725173E-18,2.51750656099879E-21,2.51750656099879E-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63006748357215E-11,6.68470516072436E-11,2.94573891966736E-09,2.94573891966736E-09,0,0,0.0678239703606278,0.0492862249721514,1.34688616255122E-10,1.34688616242792E-10,4.86910139282613E-23,4.86910139282613E-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146080418086568,-0.00998432505379372,-253.043315685086,123.468876351118
4cra,0.980915148949271,0.980915148452573,14.7642242157808,12.368823854562,1.0009496705137,1.00094967029512,1.60538923939298,1.28961717982368,1.33787244103061,1.3378724410306,0,0,0,0,3.94491046271259E-07,3.94491038330933E-07,12.1424424920371,3.66145125020417,5.34790251921577E-06,5.33844653323704E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136451842771378,0.00136451839697044,1.00669807627644,1.00669643734167,6.93857568020329E-11,6.93846865662321E-11,2.90948926617278E-20,2.90948926617278E-20,1.18692423529768,0.768804289540199,7.59329579027182E-11,7.59329523450266E-11,0,0,0,0,0,0,6.60939259830369E-16,6.58249129445138E-16,0.954511398089635,0.954511397949286,2.78089237146441E-19,2.78089237146441E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32453721103145E-08,1.3245038957978E-08,4.87950215397278E-17,4.87357722995248E-17,0,0,0,0,0,0,0,0,2.42282523235868E-11,2.40972091954597E-11,0.360394691723119,0.360394691723119,0,0,1.09703850180041,0.781266765355111,1.88024555441301E-06,1.88024555436274E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.440420830079529,-0.033204154353283,-197.654052477071,88.0765404444775
1r5y,9.2702577869252E-15,7.87002187115432E-15,13.1473960324829,8.60956621167215,1.76329273233711,1.75462885300995,0.88871476186004,0.747672984235941,3.48112545800489E-07,3.48112545632955E-07,3.21891974993991E-08,3.21891974993989E-08,6.39635770916833E-06,4.0705603939984E-06,0,0,5.6235365137216,0.747079580162428,0.996184140934877,0.996184140704341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971954210189153,0.895332549387788,0.124962595029253,0.124962595022302,0,0,0,0,0,0,3.76192689822182E-18,1.96946967417288E-18,0.997244347099389,0.933766959747031,0.0454549818629719,0.0454543028796782,3.52375852565055E-18,3.43037086960448E-18,4.99472419387988,1.99956850507494,1.61368475144599E-05,1.61368474993776E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14049072366187E-06,1.0575101746598E-06,2.0757649642295E-10,2.07576478904105E-10,3.14903142697406E-18,3.14903142697406E-18,0,0,0,0,0,0,0.788759622029986,0.649747513773868,2.26726992287468E-16,1.34962147331796E-16,1.38410286590123E-09,1.38410286590123E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219018134910101,-0.333104965741285,-106.652649234627,60.7768815663685
3syr,2.87565820212587,2.87565820140028,14.306054269342,11.6783658300546,2.82833802570288E-16,2.82626284121292E-16,5.92505426755902,5.71149245480813,4.46098834017106E-05,4.46098833922869E-05,2.22501050868564E-21,2.22501050868564E-21,0,0,0,0,0.67176571193688,0.241676520232566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2654951423723E-14,4.68780302420782E-14,0.727122044395009,0.712849978790895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000071324,0.999999999992575,4.99301232771276,3.9715676381752,2.77344087887759E-16,2.77165385432613E-16,0,0,0,0,0,0,8.48268821234013E-11,8.29125191057285E-11,6.6398016795581E-11,6.63980148774385E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92094988779503,2.72335408067787,4.46097890452704E-05,4.46097890370794E-05,0,0,1.45181960989223,1.43723286296832,1.3000184167708E-15,1.2996250290855E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.575399471428772,-0.0573983060766158,-136.820650190502,66.4429679954233
4cr9,1.07651098608854E-08,1.07640803009543E-08,7.95417664899852,5.14463360553247,2.43048190104773,2.43048190010858,2.0295460727283E-07,2.02758588924567E-07,1.99758430420915E-10,1.99758335319708E-10,0,0,0,0,1.42344829562664E-11,1.42259007001846E-11,5.71717974299203,1.40190109637298,1.46099150942826E-08,1.23810259776161E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75261133771102E-14,4.75033150911851E-14,1.31225644198499,0.755065478486313,8.87619543540082E-10,8.87526123579219E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10025534516219E-07,1.10025420822983E-07,6.97309753366252E-17,6.96936650276861E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324444436689711,0.0206529365788957,-91.9714434367201,39.9631628709965
3d6q,1.15107256278086,1.15106933538826,7.59148331767937,7.50671160297336,2.22530517613244E-16,1.99440275140681E-16,0.654190541241473,0.645580020645848,0.0161043256864721,0.0161043256864667,0,0,0,0,0,0,0.480108148915025,0.10926633393212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93835628826886E-11,4.90084829994953E-11,0.830684588263177,0.830683910407314,2.02757371004373E-18,1.25526322614131E-18,0,0,0,0,0,0,5.73771705661359E-14,5.71226483223562E-14,7.59242482175526E-13,6.5999278724284E-13,0,0,0.990789406007806,0.990788637313334,1.04622420073935,1.04618849962109,7.16126679988488E-18,7.16126679988488E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585794209537227,0.577183696538814,9.72529001185957E-20,9.72529001185957E-20,0,0,0.0683692063112394,0.0683692059310351,0.0124406212484569,0.0124406212484516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217544560112739,0.0131354720157679,-71.6065346794232,29.7706915454755
4kzq,1.03274140689774,1.03273890698072,5.054931258498,4.67206226076175,4.64272939522063E-17,4.64272939522063E-17,1.6504186153979,1.65041861306417,3.3180308456625E-08,3.31803068375323E-08,1.34705574920142E-19,1.34705574920142E-19,0,0,1.21240904702738E-05,1.21240904702738E-05,13.6682945709432,1.70721711935285,1.58995493163128,1.53557642972687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06808823150748E-13,1.06600939401428E-13,0.000601913768780355,0.000601888554888131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16991683521016E-12,6.89956236117267E-13,3.97082158977046E-14,3.96620531633054E-14,0,0,0.976806130374113,0.976806129014385,3.31607588175617E-08,3.31607588175545E-08,9.61309980213152E-20,9.61309980213152E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313051261962087,-0.0470166613861103,-154.643621735098,77.6528277743457
3coy,2.27726751914237,2.2772600025191,13.8871174560928,10.7203373868292,6.83167355433829E-06,6.83167355433829E-06,6.32127888802232,6.25003846836881,2.71551412962744E-07,2.71551412168835E-07,0,0,0.00911681986862578,0.00904435744384914,9.02001566505879E-07,9.02001566505879E-07,9.92550310144896,1.52351933480289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527236468674277,0.0527216997913085,0.99992152494411,0.999921456388526,2.09064354520199E-15,2.09064354520199E-15,0,0,0,0,0,0,4.15243598405704E-08,4.08084505442217E-08,1.95008149035198,0.98565100368901,5.71330633639344E-07,5.71330633639344E-07,3.81309913566044E-10,3.8115389210389E-10,1.97187097013823,0.993537121726522,1.00357488760364E-08,1.00357488760364E-08,2.06808584257302E-14,2.05852314432375E-14,1.20944144470584,0.93247035705719,9.49957344407329E-22,9.49957344407329E-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999375123285401,0.999375109073623,4.81421425956346E-17,4.81365401784663E-17,0,0,0,0,0,0,0,0,1.10277771741594,1.0700056731848,2.46696961876327E-19,1.85322588767202E-19,0,0,1.98924972812358,1.95168401564833,2.71545034736667E-07,2.71545033955662E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568392192475836,-0.0261411970304546,-232.405036575827,115.599584180547
3arv,2.03086673139984,2.03086080076088,0.763699547609125,0.763699258377358,1.63704659483214E-18,1.63704659483214E-18,6.41632960809455E-06,6.41216743039247E-06,3.232468053643E-15,3.11713510537286E-15,0,0,0,0,1.62219416530896E-11,1.61820406854453E-11,12.5381413095077,1.51929362030682,5.98556823246347,2.99993861895804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90566240109775E-09,7.89406484892808E-09,2.21573443535743E-15,2.21440776745276E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243291713491764,0.00710203881107247,-115.769844689678,61.1939908108601
3ag9,4.73716869403257E-09,4.08938922471332E-09,14.1819945048561,11.7913974992039,4.91659472268114E-14,4.91659472268114E-14,3.63394028170808,3.62072006293676,0.843253705580422,0.843253705580414,1.00446025017085E-18,1.00446025017085E-18,0.0821179948370631,0.0821086214590452,2.19883413366272E-11,2.19883413366272E-11,20.3143165916254,3.05373809089828,0.000205389656760896,0.000205389656760896,0,0,0,0,0,0,0,0,0,0,0,0,4.34444205646516E-09,3.72653375619497E-09,2.16249435807099,1.36912796866706,4.6119943295649E-18,4.6119943295649E-18,0,0,0.82956608278102,0.829566082776392,3.1597744644754E-17,3.1597744644754E-17,7.96500855925557E-15,7.9616562161157E-15,0.65182825971611,0.651828257406241,0,0,0,0,0.999977526269093,0.999977477667404,2.41316909002437E-15,2.41316909002437E-15,1.72784064711467E-17,1.72555721540261E-17,0.917950258432666,0.892950388472721,1.02247520687208E-14,1.02247520687208E-14,2.26373584212512E-19,2.26373584212512E-19,0.0295177347658619,0.0295170956521448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3539057869064E-10,3.70518214719007E-10,8.06348626559668E-15,8.04443741933235E-15,0,0,0,0,0,0,0,0,0.99324897718873,0.99324897718871,3.00558665917517E-09,3.00558114657722E-09,0,0,0,0,0,0,0,0,5.24302610915981E-14,4.95626931350913E-14,1.80157087446118E-14,1.80082008046433E-14,0,0,1.01209251062149,0.999922455364109,1.14293704434219E-13,1.14293695131692E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41495852212327,-0.635034855733696,-239.169325886537,104.358239764264
1g2k,1.04465386823037,0.945391760856071,14.6601340391933,11.781479052177,0,0,3.32894425560353,3.299225570068,7.81193194139156E-16,7.81172843405339E-16,0,0,0,0,8.63060271815078E-11,8.63060271815078E-11,26.7123895259485,5.24962372897878,2.48051665070207E-13,2.48051665070207E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38610975559327E-09,2.38606496777193E-09,1.82141916926425E-05,1.62775996014549E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94839850233765E-17,5.75169498707088E-17,2.58648213121769,1.21444336270966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30153901550844E-09,5.63498992413462E-09,1.33208459577822E-17,1.33157177581754E-17,0,0,2.06580432933753,2.03839255102056,6.21079656135695E-18,6.2098762003459E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281598249083098,-0.159698913264842,-292.499857604946,136.937660180975
2c3i,1.50489715674921E-12,1.32326075680825E-12,2.09816191084601,2.09815770366546,0,0,0.269653400286201,0.269639990260016,1.02125955816606E-19,1.02117043086775E-19,0,0,0.199009584200571,0.199009584200236,0.999999999652851,0.999999999652851,23.4072828461457,2.94396778420068,0.0175056093725113,0.0175056093724727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93586812745241E-17,4.93586812745241E-17,1.48391635659115E-05,1.48379414096303E-05,0,0,0,0,0,0,0,0,0,0,3.72149851605067E-09,3.67584124202367E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00091860617692E-11,5.93170637007299E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55531963814902E-13,1.55522431890346E-13,9.7467052967167E-20,9.7467052967167E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.545382546271849,0.00253214943416285,-172.208666354406,81.9774668342449
3n7a,8.68748027539751,6.75888936210102,6.29259530961773,5.21467113227578,0,0,6.46280751745273,5.33004160419132,1.00015966959439E-06,1.00015885861344E-06,0,0,0,0,0,0,13.8567940024955,2.42622602806186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97484443816963,2.99999504819329,1.98792336791646,1.98648684836235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48317600529052,1.88413321373417,1.14126796304132E-08,1.14126570110632E-08,0,0,1.92725082660474,1.40618759762323,9.88685721407769E-07,9.8868572013118E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85675751516706,-0.266540247153936,-99.4866314502333,53.2950828307857
3fur,0.999917459521644,0.999917208861239,5.46357631660982,4.81044366729034,1.77006762424026,1.76865358648238,0.266756407785558,0.266719266755577,1.98433771440096,1.98433771440057,0.477543634201631,0.477543634201631,0,0,1.66409767702388E-07,1.66409767702388E-07,38.5265940946446,5.26599783524848,0.713745800204771,0.713731459553698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31877964356734E-10,4.30206428921898E-10,0.702553738373227,0.702553738352109,4.71324938385356E-06,4.71323226253762E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230680911092796,0.230680911092543,1.78471821761949E-18,1.78468543250313E-18,1.05488415160511E-20,1.05488415160511E-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0360745113673988,0.0360373703413662,0.00294190031905017,0.00294190031905015,4.86077529367082E-12,4.86077529367082E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39547614304299,2.29935319276859,-0.0946084895620898,0.0804961861175754,-226.643174867174,114.826138937224
2wer,2.55357122552498E-18,2.55357122552498E-18,5.67485905210853,5.58564843146868,0.374754028655848,0.374754028655848,0.446311865433026,0.446304029131677,0.280861667201684,0.280861667192727,0,0,0,0,7.5399270280151E-15,7.5399270280151E-15,11.9121746697489,2.1026476258661,8.26131734817339E-07,8.26131734817339E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89444163460782E-19,7.89444163460782E-19,0.911257075497414,0.823853883510362,1.1463761047346E-15,1.1463761047346E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4462583781619,0.446258376891845,6.19956332486965E-06,6.19956332482319E-06,0,0,2.66069999291827E-12,2.65964589626479E-12,6.5599897670197E-17,3.65994066564544E-17,0,0,6.34126482480848E-07,6.34126202794544E-07,0.280758238313157,0.280758238304246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978527102796976,0.978526999520543,0.31852212246101,0.011099559559264,-150.848698093225,75.0550949188933
4llx,5.00292575798429E-11,5.00121519409094E-11,0.91669389896715,0.916689797749002,0.962134570128122,0.962134570128122,1.42706374944391,1.42706374908882,1.42933599798619E-10,1.08535626586183E-10,4.50624706035716E-22,4.50624706035716E-22,0,0,0,0,6.7938705614432,0.773603677945213,1.12033698868781,0.999999973097178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65895640954864E-12,1.65895623851204E-12,0.841163474950139,0.841159381258932,6.26889579163184E-17,5.69449349790559E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99826437293116,0.998264372655963,3.89625947305091E-11,3.89613104315623E-11,5.42987804685875E-23,5.42987804685875E-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023120375905825,-0.0278322308387407,-63.2688910176013,27.3177999151255
3l7b,2.23336246502661,2.23336246413154,10.7274712628342,8.30209766916832,1.85453659151607E-16,1.85433787262996E-16,4.6664881122364,4.36252695159213,0.00220748295726907,0.00220748295725837,1.3644540186334E-21,1.3644540186334E-21,0,0,0,0,0.670126205270928,0.256029465631094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34160608801581E-06,1.34158410701514E-06,1.25336335386825E-05,1.24929178580256E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64221128854677E-13,1.95479939248075E-13,0.00377351910235198,0.00377348243046571,0,0,0,0,0,0,0,0,0.999999933706251,0.999999932836839,4.09255948467304,2.99601931336473,1.82382625293872E-16,1.82382625293872E-16,0,0,0,0,0,0,1.29820590187008,0.996803568642452,1.1375635524447E-10,1.13756222559633E-10,0,0,0,0,0,0,0,0,0.142596403439663,0.142596403148809,8.37003301726412E-17,8.36993555680842E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53345210266512,1.53345205681626,0.0022074828056576,0.00220748280564801,0,0,0.457309450969513,0.457118718647992,2.35082156445094E-18,2.13619958798244E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226984264331218,-0.107920132335913,-129.611161558717,59.1905383393614
