PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA
2pmk,1,2,2,8,3,20,0,0,42,9,4.165410969554,-2.7380380582773,377.42
4jv7,0,0,3,20,0,2,2,0,29,4,7.297370515516,6.7089275054647,29.54
4k3m,1,2,1,9,5,6,0,0,28,11,3.666215509923,1.7162930879436,166.1
6i0b,1,0,2,14,5,3,1,0,37,11,5.208294077679,3.9689713784533,94.02
3s4q,0,0,3,18,2,5,0,0,32,6,5.830805526171,3.3729459405526,88.91
2j83,0,0,2,14,4,5,0,0,32,12,5.247888269658,2.0910237685259,161.07
1ibc,0,2,0,3,5,12,0,0,44,17,0.991358658769,-4.6936078622062,253.97
1p17,2,1,1,2,5,8,0,0,23,4,0.659014351275,-3.23822267904606,194.06
4g31,0,0,5,19,2,8,0,0,33,4,6.129547549497,3.9458659035822,78.73
5dgz,1,0,1,6,3,5,0,0,30,6,1.972426770302,0.6213963798093,86.84
2liq,0,0,0,3,9,15,0,0,40,9,0.926254949024,-6.4998487325639,255.19
5wf5,1,0,5,22,8,10,0,0,57,14,7.338626295814,1.7280181607708,222.03
5i43,0,1,3,23,1,13,0,0,56,21,7.300514418124,3.0764588126847,243.06
1r78,2,0,1,11,7,5,0,0,28,6,3.611891111691,1.0318163557742,120.4
4wph,6,1,0,21,33,18,0,0,77,42,6.89128456706,-2.6566021141574,594.77
4xyf,0,0,4,15,0,9,0,0,33,7,4.727372937024,3.5055134015851,88.09
2ew6,0,0,2,9,4,4,0,0,22,5,2.859293198432,2.1376096029657,89.79
1ukt,1,0,0,2,15,18,0,0,44,9,0.942107772388,-10.0840582588666,325.75
3l5r,0,0,2,9,3,5,0,0,20,1,2.789407968182,2.15221973664484,86.99
4ykn,0,1,4,18,2,8,0,0,35,9,5.717661119576,3.5990107109259,182.85
6aad,1,1,1,16,4,8,0,0,27,11,5.147008040645,3.0152106078176,130.82
3w5t,0,1,0,20,0,3,0,0,31,7,9.222647374865,8.519625977373,66.43
6bix,1,3,0,18,25,26,0,0,102,45,6.732331236554,-8.6222175114566,740.67
5mw4,4,0,3,17,7,4,1,0,45,10,5.669264359797,0.9441106267715,160.95
5h21,0,0,1,9,1,5,0,0,22,7,2.740716958927,1.785542718071,82.09
1zzz,2,0,0,6,9,5,0,0,25,7,1.8527210169,-0.8321739848464,152.13
3ro0,0,0,0,6,0,3,0,0,19,0,2.637772518288,2.77832798170988,9.72
2br6,1,0,0,2,3,1,0,0,7,0,0.588943423697,0.0713477992796,53.94
5ody,0,0,3,18,6,19,0,0,50,9,4.916669892603,-0.464651892696799,231.38
4olh,0,0,3,17,3,12,0,0,38,7,5.424870690508,1.2509032250508,133.92
2y56,1,0,2,17,2,2,0,0,26,6,5.42472258397,4.050567216665,50.97
3cic,1,0,3,25,4,6,0,0,45,13,8.178977702641,4.6324129875542,106.56
6r7j,0,0,2,19,3,11,0,0,35,9,5.963178973502,1.6262925935565,120.95
5fp0,0,0,1,13,1,7,0,0,28,5,4.140370309915,1.7772528227578,79.27
4u44,0,0,3,11,1,4,0,0,22,3,3.588192779957,2.2654975789794,55.63
6md4,0,0,2,12,1,4,0,0,25,7,4.018288135858,2.2953608967038,96.83
4bzr,0,1,2,14,5,8,0,0,37,12,4.941612286674,1.7822718686746,200.76
1rhk,0,3,1,13,5,11,0,0,44,20,4.3623755297148,-0.0104319381262005,257.02
4k9h,1,0,2,20,4,7,0,0,44,12,6.388338919612,2.65916755433844,106.56
3ppk,0,0,5,12,3,6,0,0,30,4,3.901385883435,2.0769078629788,113.17
4mds,0,0,4,15,2,7,0,0,38,9,5.249034094421,1.992974798114,114.15
5u2j,5,1,0,26,40,27,0,0,121,62,9.808333186106,-7.1864927228056,831.15
2xzc,1,0,1,10,2,2,0,0,18,3,3.267494432334,2.3935814728877,47.49
5thj,0,0,0,0,1,2,0,0,9,0,0,0.2709963055424,37.3
4dt6,2,1,2,11,6,9,1,0,34,8,3.528091506684,-0.266903669676,216.68
5ho7,0,0,1,4,6,5,0,0,14,2,1.488360278207,-1.4898591397295,155.32
6ib2,0,0,4,12,2,9,0,0,34,5,4.116209662082,1.9970784455617,137.71
3kac,1,1,0,1,1,3,0,0,14,3,0.439628753048,-0.596022199991,66.46
1bxl,3,3,0,23,34,28,0,0,121,62,10.265933400405,-5.4052180206658,841.08
3d04,0,0,2,10,2,5,0,0,21,2,3.038509451,2.3411100554561,75.99
2b53,0,0,3,17,3,5,0,0,26,4,5.968505715558,4.0726414783025,63.83
3qkm,1,0,3,19,2,6,0,0,41,11,6.391771448203,3.2862361361237,108.68
3nwb,1,0,4,16,6,10,0,0,39,7,5.345964673634,2.916241847931,155.9
4fil,1,0,0,15,5,11,0,0,40,5,5.740100432706,1.3554336825008,150.94
6mvu,0,0,1,7,0,3,0,0,13,3,2.539520804584,1.3868066362328,72.12
2vwx,0,0,3,14,4,6,1,0,28,5,4.803751699928,2.3054046078232,136.84
1pmu,0,0,4,13,1,3,0,0,21,1,4.117859221934,3.3943582325366,46.01
6miy,0,0,1,44,6,9,0,0,67,47,22.379949656197,17.4184059048258,157.94
5l4h,0,0,0,6,2,3,1,0,14,3,2.654325575126,0.813793105119401,75.27
6bj3,1,4,0,16,11,17,0,0,71,32,7.771789835617,0.748922924519201,432.4
3qxp,0,0,3,13,5,6,0,0,28,6,4.800690153066,1.523961149767,210.61
4zjj,0,0,2,17,2,3,1,0,32,4,6.170497627779,4.3327476517127,59.97
3vby,0,0,1,3,0,3,0,0,16,2,1.077602179184,0.6837689658568,42.57
4w7p,1,0,4,10,5,5,0,0,25,4,3.630397069843,2.3396778826007,107.02
4jq8,1,0,5,22,4,5,0,0,39,10,7.222179965823,4.9723538886005,104.72
1ujk,2,4,0,13,12,15,0,0,60,30,6.336249397997,0.309506364117201,432.5
3fu5,1,0,2,4,3,0,0,0,12,2,1.275946852272,1.050413861124,84.12
3vap,2,0,4,11,4,8,0,0,40,8,3.665535145193,1.0367179867638,149.37
2pjb,1,2,3,22,5,7,0,0,44,17,7.126157230867,3.0195792692664,210.59
3jq7,0,0,2,6,6,4,0,0,19,1,2.518908979924,-0.2350528084874,129.62
2pzy,1,0,1,4,4,5,0,0,31,6,1.722595369412,-0.8921422841343,145.23
4yxu,0,0,1,9,2,2,0,0,13,3,3.3758199157308,1.8554702505458,68.54
2vcw,0,1,2,6,0,4,0,0,14,2,1.908126668818,1.4684068162223,57.95
3fzr,0,0,3,17,3,8,0,0,35,8,5.633267893534,2.2502421622332,124.7
5ml3,1,0,3,23,3,6,1,0,43,12,8.299843949595,4.2388709541856,145.94
6dub,3,0,0,8,15,7,0,0,35,16,2.532404898658,-1.6061673218403,246.76
2wk2,0,0,0,4,9,18,0,0,42,11,0.898439181458,-6.350451978196,313.66
6j06,0,2,1,10,1,6,0,0,22,8,3.258697173527,-0.1878239489094,161.63
3kid,0,0,2,8,2,2,0,0,15,3,2.744839716775,1.8049468086245,93.45
4qwi,1,0,2,20,7,7,0,0,52,21,8.174751980065,3.9680759790052,170.53
4d88,1,0,2,18,6,8,0,0,37,9,6.673224542555,2.3610852694975,125.61
5c87,0,0,1,6,1,1,0,0,11,0,1.902333059228,1.44070780134584,29.1
1cwc,0,0,0,25,5,12,0,0,86,16,13.649594594928,7.4149033328293,278.8
2idk,1,2,1,9,7,9,0,0,33,9,2.486899127029,0.0992661051806001,203.38
4erk,1,0,3,9,4,4,0,0,22,6,3.137865274189,1.324663877571,89.14
6imb,0,0,1,6,0,3,0,0,16,2,1.762562598728,0.87123755288564,38.77
5z95,0,0,1,12,0,6,0,0,31,19,5.930345060785,4.7210242682364,55.38
3udq,1,0,2,15,3,4,1,0,30,3,5.206753634085,2.1502293860473,114.53
5a4l,0,0,2,8,1,3,0,0,14,1,2.392446088706,1.8071760168011,70.23
4odk,2,1,2,14,21,16,0,0,73,32,4.537647675016,-5.0930443747004,493.56
6n4t,1,0,4,16,9,8,0,0,47,18,5.335419857511,2.0810661947005,253.43
1fwv,0,1,0,3,9,17,0,0,40,9,0.963468467,-7.4432058576598,311.9
3sw2,0,0,2,14,1,5,1,0,39,5,4.812648313903,2.1719675820224,115.48
1cin,1,0,1,4,4,4,0,0,18,2,1.474500776765,-1.9434416030985,155.91
3dkj,0,3,0,3,2,11,0,0,22,7,0.747304448454,-4.3772848957564,273.32
3h3c,1,0,2,15,4,7,0,0,31,8,4.990928834517,2.162914930398,108.83
2c4g,0,0,2,9,2,4,0,0,20,2,2.843120605595,1.4122221116395,78.09
3btc,0,0,3,18,0,0,0,0,25,5,6.187203385712,5.70745459912,6.48
6f7i,0,0,2,10,2,7,2,0,32,5,3.949613209566,1.5277102101012,114.27
5fqv,1,1,2,14,2,3,0,0,27,5,4.69673179932,4.0619825671415,64.8
2r1w,0,1,0,5,7,14,0,0,33,11,1.911896767708,-5.4125742363624,235.73
4yv1,0,0,2,11,0,2,0,0,19,2,3.330265286778,2.3883353091502,42.43
5eml,1,0,3,13,3,4,0,0,29,7,4.059561210864,1.8024340052494,75.89
4hv3,1,1,1,4,7,9,0,0,35,8,1.2539475394,-3.0002979999432,223.42
3h0a,0,1,3,28,0,8,0,0,40,13,9.3145916998598,7.7081576738415,93.12
1cyn,0,0,0,24,5,12,0,0,85,15,13.103108223276,6.8684169611773,278.8
3zmi,0,0,2,14,1,2,0,0,20,6,4.345301782529,3.2669172813175,55.4
3ry8,0,3,0,0,1,7,0,0,13,5,0,-2.1729967834968,140.62
3dsu,0,2,0,15,0,5,0,0,24,11,5.0890410638364,2.593997138971,141.4
1s4d,2,1,2,6,8,9,0,0,26,7,2.102126846483,-1.0374057226381,213.63
6g46,0,1,3,10,0,3,0,0,18,2,3.17248630191,2.8744030546314,81.26
4eyr,0,0,4,20,4,6,0,0,50,18,6.722135463703,3.1827393814343,202.26
6abk,1,1,0,8,4,3,0,0,18,9,2.92957567598,1.6825465964776,106.1
4pkb,0,0,0,2,0,1,0,0,6,2,0.751580502158,0.3418689295129,49.77
4i0f,0,1,3,12,2,6,1,0,29,6,4.467506597698,3.2996490048174,121.44
3qup,2,0,1,11,3,3,0,0,31,2,3.67522219373,1.0789434107923,53.72
3k7f,0,1,3,15,1,6,0,0,28,10,5.4021068394738,4.1663292284707,99.28
4bo4,0,0,2,12,1,2,0,0,21,2,3.607541544224,2.7046628729526,41.57
3lmp,0,0,3,17,3,7,0,0,36,5,5.330429171752,3.501828198509,122.16
1ws5,0,0,0,0,4,6,0,0,13,2,0,-3.1226508381877,99.38
5x26,2,0,4,14,4,3,0,0,33,6,5.105577061663,4.0348913784533,76.59
3eqs,1,1,2,22,19,19,0,0,94,39,9.237501792433,-2.0049982788235,512.21
4y64,1,0,0,2,7,6,0,0,22,4,0.655990331845,-2.69611178020716,155.84
5qby,2,0,3,23,3,4,2,0,46,9,7.682221393829,4.80836207007954,91.37
6jsn,0,0,2,14,3,11,0,0,34,5,4.507329564648,1.3749924315284,167.81
2kff,2,2,3,26,24,21,0,0,101,42,8.95188199668,-3.5807409254465,613.95
1mm7,1,1,0,3,4,4,0,0,13,3,0.806809312909,-0.7913346039254,126.41
4an2,1,0,2,17,4,5,1,0,30,4,5.822693131988,3.4031655004784,69.18
1l5q,1,0,1,2,1,3,0,0,14,0,0.563424180962,-0.4155771778104,59.69
4aw8,0,0,0,0,0,6,0,0,18,8,0,-0.9409557325382,55.38
5j7b,0,0,2,13,1,6,0,0,28,4,4.980564655829,2.5764358329058,92.16
4p0a,1,2,1,8,7,8,0,0,33,13,3.347228796855,0.465893946462901,215.43
3g90,0,0,2,14,1,7,0,0,25,2,4.790359410122,3.0945070409206,71.36
6hkm,0,0,3,16,0,9,0,0,33,6,4.845964302747,3.1034961962525,73.78
3os3,0,0,2,17,6,9,0,0,31,12,5.575373461319,3.0524446836486,112.08
6ge0,0,0,3,18,2,6,1,0,38,8,6.266479560185,3.7253188051975,105.68
6fac,1,2,2,4,5,11,0,0,27,6,1.31802870255,-3.7283097760557,261.96
5y20,3,1,0,12,18,13,0,0,57,28,4.573053763706,-3.3757182219861,389.56
2uue,0,0,3,8,3,4,0,0,26,4,2.626647267096,1.1971789452136,117.43
6fmi,0,0,2,10,3,6,0,0,30,7,3.168429949131,0.5240969659577,154.89
4qmz,1,0,2,13,4,4,0,0,29,7,4.196340159294,2.7689752300423,78.43
3vc4,0,0,1,10,1,5,0,0,18,2,3.043777833331,1.7376701421518,71.47
5j8x,1,1,2,12,5,5,0,0,25,4,3.734780888206,1.8255905011053,126.33
4owo,0,1,1,6,2,3,0,0,11,1,1.770645255407,0.8837756392349,66.15
5qim,0,0,2,9,1,6,0,0,27,4,2.899671024915,0.8845062959443,88.83
6oh2,0,1,0,2,4,8,0,0,21,4,0.402612795323,-3.01717220563176,188.11
4obp,0,0,3,7,2,5,0,0,18,1,2.186351733454,0.603802586334,77.58
4n1b,0,1,2,16,0,4,0,0,32,4,5.577322743518,3.5674898795748,80.75
3u0t,1,1,0,20,13,13,0,0,71,33,9.823268985179,3.0297560387404,384.07
4j58,0,0,1,8,4,2,0,0,20,4,2.422335150013,-0.0659166281666996,87.46
1zpc,1,0,2,12,9,7,1,0,34,13,4.366916091117,0.578228759630701,203.43
1hyz,0,0,1,6,0,0,0,0,7,0,1.908126668818,1.908126668818,0
3fv7,1,1,0,4,6,7,0,0,27,7,1.51683480843,-2.37141614301446,198.13
5ut0,1,0,1,4,4,6,0,0,28,5,1.272823947311,-0.9855504145826,108.2
3oqf,1,0,4,17,2,2,0,0,30,4,5.405393293386,3.8859832773225,41.85
3q5u,3,1,0,13,21,14,0,0,69,33,5.395238590612,-2.9574725494038,438.43
3k3i,2,0,3,13,4,1,1,0,22,2,4.596954982577,3.7324826593852,46.54
4dpy,0,3,0,4,0,8,0,0,20,6,1.177886847394,-2.1900681994174,201.84
3ds4,1,4,3,29,16,22,0,0,103,42,11.676033514837,2.3173643416062,560.16
1jrs,1,0,0,10,9,6,0,0,30,15,4.561260841315,1.3376199310748,171.17
4m5h,1,0,2,11,5,5,0,0,21,4,3.307342237846,2.2524340605362,144.49
3iiw,3,1,0,9,13,9,0,0,40,20,3.228253784147,-1.5215973724193,268.04
3i0s,0,0,2,15,3,4,3,0,30,5,5.642805707379,2.9744816888714,143.25
5q11,0,0,2,20,0,3,2,0,29,4,7.486188386186,6.8370985700113,46.34
3qch,0,0,2,12,1,4,2,0,22,5,4.25624211585,2.6685086400204,125.16
3n1v,0,1,2,9,0,2,1,0,15,2,3.048050316904,2.5608662053562,68.37
5edu,0,0,1,10,2,3,0,0,22,6,3.734857011323,1.6346517449751,69.64
3ens,0,0,0,9,2,7,1,0,36,9,3.056167403998,0.5558099557669,127.13
3jzg,3,1,0,8,12,8,0,0,35,18,2.725774764807,-1.3544548359769,238.94
5a0a,0,0,2,15,1,7,0,0,29,5,4.324178320058,1.4706804088624,86.09
4fem,0,0,0,0,18,30,0,0,66,6,0,-14.8970035027128,474.9
4pd6,0,0,0,1,4,6,0,0,17,2,0.153511312505,-3.12022710903576,119.33
4hyb,2,0,1,24,15,10,0,0,65,24,10.163509964105,4.7768533499411,311.62
2y2p,0,0,2,14,3,4,0,0,21,4,4.494444047043,2.5776321699186,69.56
6g28,1,2,2,5,8,14,0,0,36,9,1.567130185368,-5.8659868062281,318.05
6agg,2,0,0,3,8,2,0,0,9,5,0.833195194263,0.0163609179084,91.28
6uvy,0,0,0,5,3,5,0,0,21,4,1.991424559682,1.1522183987464,99.51
4ach,1,0,2,8,4,6,0,0,31,8,2.652087868564,-0.3905110724656,140.33
5gx6,0,2,0,4,5,13,0,0,30,7,1.149719683526,-4.183942598438,252.65
3uii,3,1,0,8,15,8,0,0,33,17,2.85767905558,-1.1125082802212,266.58
1pus,1,1,0,4,6,8,0,0,24,4,0.895966048707,-3.7657232561534,213.12
5jau,1,0,3,15,5,5,0,0,30,10,4.981758547893,3.5279032932499,96.18
2co0,3,0,0,9,20,9,0,0,42,22,3.197520996459,-3.2903004207216,341.73
5n87,1,0,4,18,3,5,0,0,42,8,6.610826951482,4.7414245202313,88.75
3ine,1,0,1,17,3,3,0,0,27,3,5.880078361282,4.4937650622989,67.16
4yyi,1,1,0,8,10,9,0,0,41,21,2.462827574958,-3.3712421905766,271.47
5y86,0,0,1,6,0,2,0,0,16,1,2.02173374484,1.1445731530865,33.95
4l7n,1,0,2,12,5,4,0,0,28,6,3.993952034318,0.7610656646943,140.71
5x5g,1,1,0,5,5,7,0,0,21,7,2.210140036862,-0.42796588650536,173.12
3rm8,1,0,1,6,1,2,0,0,23,3,2.018389725551,1.201112982393,32.93
3dej,0,0,2,14,2,5,1,0,28,5,4.573098651994,1.7682589962169,118.64
4c35,0,0,1,5,3,4,0,0,19,2,1.58913995575,-0.2159350130469,88.04
4d8n,2,0,3,11,6,4,0,0,31,7,3.497266624568,1.39524586759504,99.28
5ka3,1,2,1,2,3,5,0,0,18,3,0.626386206956,-1.5657242579904,154.21
5kjk,2,0,3,20,3,3,2,0,38,11,6.958332838349,5.4826211084638,60.1
6g6w,1,0,3,14,4,8,0,0,41,7,4.423521573592,1.2419841293701,163.1
3ekq,1,0,3,21,7,6,0,0,49,13,7.961820105438,3.8083018716064,167.95
1al8,0,0,0,9,2,3,0,0,18,9,5.081014423329,4.1421688838074,66.4
3lcu,2,1,2,6,8,9,0,0,26,7,2.102126846483,-1.0374057226381,213.63
4avg,1,1,1,14,1,4,1,0,29,8,5.527589736646,3.744177487836,78.71
6j7l,0,2,0,5,2,9,0,0,25,6,1.203444183862,-3.07211680361076,220.27
4gpk,2,2,0,10,14,13,0,0,56,25,4.255612153407,-2.4731322484098,370.91
4o72,0,0,4,19,0,4,0,0,30,2,5.784831650349,5.3141942963179,67.01
4gfn,4,0,1,4,5,5,1,0,26,4,1.704877208696,-0.625175473024,122.26
2ww2,1,0,0,2,4,3,0,0,12,0,0.679683881758,-1.713444958942,65.13
3h2a,2,0,0,3,6,5,0,0,12,1,1.206990422547,-0.6603972565486,138.13
4wke,0,0,3,8,3,5,1,0,26,4,2.682274170679,0.1617947755722,141.57
4qmu,0,0,3,15,5,8,0,0,27,4,4.680102960796,2.1786054341003,154.37
1bwn,0,4,0,4,2,14,0,0,28,8,0.996405931272,-5.453744684448,369.38
3hxi,4,3,2,10,13,16,0,0,52,12,2.625043503976,-5.4116609285035,447.44
3u3f,1,2,0,20,17,19,0,0,84,38,10.236557846725,0.424889577125801,522.86
6aee,3,1,0,21,22,17,0,0,81,39,9.304982714037,0.842809152538401,486.87
3zcz,1,1,0,7,5,7,0,0,20,9,2.400674329148,0.3072017852706,117.1
1a1b,0,2,1,16,2,8,0,0,39,19,6.260558751335,2.8434007304813,200.87
6j10,0,0,0,6,1,2,0,0,15,1,2.737675392329,1.6749223172198,40.54
4lh3,0,2,0,1,0,4,0,0,9,4,0.339841940879,-0.342688391983,80.26
4qws,1,0,2,20,7,7,0,0,52,21,8.174751980065,3.9680759790052,170.53
6sal,1,1,3,17,2,7,1,0,32,7,5.743600548031,3.7561279753612,92.16
3iw7,0,0,2,16,1,2,0,0,23,4,5.0361841222218,4.582269558539,59.11
3m2u,0,2,0,7,2,7,0,0,20,10,2.439111743354,0.1803893517786,190.26
4gng,5,1,0,18,30,19,0,0,83,44,6.425774780606,-5.0424652155129,588.37
4zx8,0,0,1,12,3,3,1,0,20,5,4.604671776692,1.7324337561762,87.66
4jpe,1,0,2,12,3,4,0,0,25,1,4.3392097414638,2.3827572897869,83.71
4g17,1,0,3,14,3,2,0,0,22,4,5.724491522562,4.8225106356625,65.75
5d1j,1,0,2,7,3,5,0,0,25,6,2.859809095167,0.7101011349403,138.17
4qmn,2,0,3,15,3,5,2,0,36,10,5.196640358743,3.6821352463573,85.28
4ty8,0,0,1,7,0,1,0,0,12,0,2.250980224593,2.1439228834189,26.3
5ags,2,1,3,11,6,11,1,0,38,7,4.190349322581,1.2671561055828,226.89
4jps,0,0,2,13,3,7,0,0,30,5,4.289790083027,1.3451949766894,129.45
5lyh,0,1,3,11,5,10,0,0,39,14,3.491473014978,-0.6942983345302,226.68
1fig,0,2,0,4,1,6,0,0,16,2,1.558941387854,-0.2126182702372,109.72
3bea,1,0,3,17,5,4,0,0,38,5,5.9795105186316,3.01737299849594,121.06
1kwr,0,0,1,6,2,3,0,0,15,1,1.846121633092,0.0433903407124001,114.15
5zla,0,0,0,0,6,10,0,0,22,3,0,-5.1028662272696,158.3
6ck3,0,0,2,8,2,3,0,0,18,2,2.814724947025,1.4227575738441,66.91
2uw3,0,0,1,9,0,2,0,0,12,1,3.063881509946,2.3378983232646,24.72
1r17,3,1,2,22,23,19,0,0,86,37,7.1672856466,-3.0744394164656,522.21
6gi6,0,0,3,13,2,2,0,0,22,1,4.217404904481,3.1128924909194,54.02
1ngw,1,2,0,6,1,7,0,0,42,8,2.556389814092,-1.0223091800184,131.31
1yon,1,3,2,6,7,16,0,0,40,11,1.816231668186,-6.1353170236361,380.05
6ibz,0,0,6,15,2,7,0,0,38,7,4.75583264807,2.0073738376534,123.07
2oph,1,0,0,8,3,3,0,0,23,4,2.706466517634,1.8445707270365,68.26
4lkg,0,1,0,3,12,19,0,0,46,12,0.763617870563,-9.4315108375944,346.78
6dud,2,0,1,7,4,3,0,0,21,3,2.236381390517,0.99093146377244,76.31
4rlk,0,1,3,18,0,4,0,0,25,3,5.706999177684,5.7021747821912,64.85
2nsx,1,0,0,0,5,3,0,0,10,1,0,-2.819084746685,77.3
6oac,0,0,2,9,2,8,0,0,29,4,3.263370202849,0.9679705710163,102.52
3pa8,0,0,0,5,4,5,0,0,22,9,2.181864770789,-0.971794550383999,124.6
4yad,0,0,2,10,1,5,0,0,26,5,3.038509451,1.3018635962055,93.32
4l6s,1,0,2,14,2,2,1,0,26,3,4.990125356062,3.888998691744,42.77
3bwk,0,0,2,18,2,5,0,0,37,12,6.407537373004,3.7060306696576,113.19
3arb,0,0,0,27,7,9,0,0,49,33,14.460472899207,9.0911135739762,168.94
5axp,0,0,3,15,0,7,0,0,33,5,5.028847734558,3.20789970589074,89.26
2yem,0,0,4,20,1,5,0,0,32,5,6.019894053551,4.5811718987309,81.4
4glr,4,2,0,22,21,16,0,0,81,36,8.500548240591,0.493154496478001,513.24
1hk3,1,1,2,14,4,3,4,0,24,5,7.412499848,6.8543573386201,97.23
2ye9,0,0,4,15,3,4,0,0,27,4,4.76162625766,3.4391198289789,123.25
5djv,0,1,4,18,0,4,0,0,28,3,5.827641217664,4.5388814873832,65.38
6b67,0,2,1,19,9,16,0,0,64,14,7.193779805579,-0.657715387530699,461.85
1k9q,1,0,1,18,6,6,0,0,46,16,7.202944419503,2.7042368144389,169.96
1pig,2,0,0,3,22,26,0,0,65,14,1.444586791728,-13.2622201417682,471.23
6nyh,0,0,3,12,1,7,0,0,32,4,3.879004718397,1.9148898417791,102.24
3fxz,0,0,2,14,2,7,1,0,42,2,4.84151010022,3.45374083456438,96.43
4l0l,0,2,1,7,8,15,0,0,42,14,3.513558686669,-3.08520618598766,354.55
5ktu,0,0,2,8,2,3,0,0,19,2,2.529927502117,1.7074321210334,61.02
3eml,0,0,3,10,4,7,0,0,25,5,3.456851987257,1.8654135787912,127.91
3csl,0,2,4,14,0,8,0,0,43,8,4.472296308446,2.6281921365548,99.98
4pnl,1,0,0,3,2,2,0,0,12,0,0.814505192653,-0.141880612824,68.37
2kfg,2,3,3,26,22,22,0,0,101,42,8.95188199668,-2.8273672458635,610.99
5wkm,0,0,0,7,4,4,0,0,23,9,2.940172330355,-0.14276831009786,116.76
4eh2,1,0,2,10,1,1,0,0,17,1,3.18407352109,2.27605580027524,34.28
6ibl,1,0,2,11,5,4,0,0,25,8,3.61087370059,1.30529492918224,95.4
2xtn,2,3,1,6,7,12,0,0,32,8,1.561623234806,-4.0969838017803,336.05
1aj6,0,0,2,20,6,9,0,0,44,9,6.6052183468336,2.8925423883848,196.1
3q2a,0,1,1,5,2,2,0,0,10,1,1.58913995575,0.7022703395779,66.15
3r8v,0,0,2,10,4,4,0,0,21,6,4.053871157535,1.4403270129007,145.23
6oxy,0,0,2,18,4,8,0,0,41,14,6.108270905625,1.9413212972744,163.24
5vfn,0,1,1,6,0,2,0,0,11,2,1.908126668818,1.8287924058096,40.13
5ehp,1,0,2,13,4,2,2,0,23,2,5.287375926602,3.2548188254162,71.65
4btm,1,0,1,7,2,3,1,0,21,4,2.624736693099,1.0120984665186,77.02
5f00,1,0,3,13,4,3,1,0,26,3,4.620381833264,3.2797523829523,71.77
3t6r,3,1,0,9,18,10,0,0,42,22,3.197520996459,-2.5369267411386,338.77
5j47,0,0,3,12,0,4,0,0,21,3,3.843087872365,3.7742146150777,81.07
5db1,1,0,2,11,2,8,0,0,35,8,3.617091395132,1.5192535043728,115.87
5lm6,0,1,2,11,1,5,0,0,21,2,3.353991601567,2.2657156485504,80.67
1riw,1,0,3,18,8,7,0,0,45,12,5.807800917698,1.7577174765954,175.51
3wuv,1,1,2,27,17,19,0,0,102,33,9.81278565106,-1.2647896186478,519.89
5x4n,0,0,2,9,3,2,1,0,15,2,3.354382204678,2.1388098309399,63.83
2amv,0,2,1,12,0,6,1,0,28,7,4.497189363854,3.0399617340086,109.8
5uxm,1,1,0,1,3,3,0,0,15,3,0.439628753048,-0.726418318847,80.13
3opp,1,2,0,6,4,8,0,0,24,13,2.233455236065,-1.438814558411,216.86
3kme,0,0,2,10,3,4,0,0,26,6,3.225783976712,0.5149818923984,118.11
6ipk,2,3,0,6,5,12,0,0,32,8,1.491552307228,-4.9222969185648,329.19
1gx0,0,2,0,3,3,10,0,0,25,6,0.651714278141,-4.4868336519446,240.5
3o3j,0,0,0,2,2,3,1,0,15,2,1.231917617169,-0.522821819363,61.69
6hov,0,1,1,5,1,4,0,0,14,3,1.5192547255,1.2647937944781,69.59
5bvf,0,0,3,15,3,6,1,0,34,6,5.249210019761,2.2407196580004,103.51
1i91,1,0,2,6,4,6,0,0,29,4,1.908126668818,-1.0624823061312,176.44
3snb,0,2,1,9,8,12,0,0,45,20,2.899485327587,-3.2807132137732,306.15
1xp0,2,0,1,12,2,6,0,0,34,8,4.438101164371,2.1071958520279,116.26
3zjv,2,1,3,10,7,12,0,0,39,9,3.241216989589,-0.3757452941342,247.12
4fc0,0,0,4,22,2,7,1,0,40,9,7.937084371372,5.1273388812486,148.48
5lgt,1,0,4,16,2,4,0,0,34,7,4.99414018503,3.8307825343995,85.17
5t6z,1,2,0,12,19,19,0,0,82,37,5.773645865802,-5.996186060141,529.03
2zyn,0,0,0,0,21,35,0,0,77,7,0,-17.3798374198316,554.05
2ypp,1,1,1,5,4,3,0,0,13,3,1.58913995575,1.0864436027015,88
4tw6,0,1,3,25,0,10,0,0,51,19,8.119410865736,5.7323711490591,142.12
5j87,0,0,3,20,2,5,0,0,48,8,7.597569982591,4.30710139428,120.41
4xg8,1,0,4,10,3,7,1,0,30,5,3.56047655993,1.8222735304549,98.12
3r91,0,0,2,11,3,4,0,0,32,1,4.368995274925,2.0230207328413,97.43
4gj6,1,0,3,18,2,0,1,0,27,6,6.269028391551,5.5902335710574,19.85
5tq8,1,0,2,15,2,8,0,0,42,5,5.5047864510958,2.864141680646,120.61
3mxs,0,0,1,7,5,7,0,0,29,7,2.245130287595,-1.5207108677707,159.51
1o6q,1,0,3,18,1,2,1,0,26,8,6.569486119892,5.7888819343187,26.81
4m3g,0,0,2,11,1,6,0,0,22,6,3.33273245212,1.9616208822072,95.68
5sy2,1,0,2,8,3,4,0,0,25,6,2.755130264011,0.4448812749319,87.87
6jno,0,1,2,18,1,4,0,0,30,2,7.752205895329,6.4816081911856,86.66
